STUDENT NO.,Staff,LAST NAME,FIRST NAME,GENDER,DATE OF BIRTH,COUNTRY ORIGIN,COUNTRY,MOBILE,EMAIL,YEAR,STUDY LEVEL,POST GRAD.,FACULTY,COURSE,START DATE,END DATE,SESS START DATE,SESS END DATE,Length of talk (Mins),Tone or sentimental score,No. comunications, Prior awareness,No. questions student,No. questions VA,Lead Score
581,Mohamed,RICHARD,Walter,M,05-10-98,India,India,9.13857E+11,psichel@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
582,Kelly,KIRK,Journey,F,24-04-99,India,India,9.13857E+11,mthurn@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,06-12-24,04-10-26,Summer,Summer,,,,,,,
583,Selah,BRUCE,Johnathan,M,12-07-99,India,India,9.13858E+11,afeldspar@mac.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,06-12-24,04-10-26,Summer,Summer,,,,,,,
584,Lacey,SINGLETON,Johnny,M,17-05-99,India,India,9.13857E+11,hoangle@gmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,06-12-24,04-10-26,Summer,Summer,,,,,,,
585,Willa,MATHIS,Adelynn,F,01-10-98,India,India,9.1386E+11,esbeck@aol.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,06-12-24,04-10-26,Summer,Summer,,,,,,,
586,Brycen,BRADFORD,Edwin,M,01-02-99,Cuba,India,9.13857E+11,arachne@sbcglobal.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,06-12-24,04-10-26,Summer,Summer,,,,,,,
587,Haylee,BOONE,Julius,M,01-01-99,Jordan ,India,9.13857E+11,bryam@verizon.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,06-12-24,04-10-26,Summer,Summer,,,,,,,
588,Deacon,ABBOTT,Alessandra,F,16-04-99,Kenya,India,9.13857E+11,fwiles@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,06-12-24,04-10-26,Summer,Summer,,,,,,,
589,Marco,CHARLES,Kenzie,F,02-02-99,Singapore,Qatar,9743338403,bryam@gmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,06-12-24,04-10-26,Summer,Summer,,,,,,,
590,Jenna,ALLISON,Barrett,M,18-12-98,Libya ,Qatar,9743334646,lauronen@outlook.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,06-12-24,04-10-26,Summer,Summer,,,,,,,
591,Joaquin,SWEENEY,Miranda,F,22-07-99,Qatar,Qatar,9743344345,jbuchana@optonline.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,06-12-24,04-10-26,Summer,Summer,,,,,,,
592,Shelby,ATKINSON,Leon,M,05-03-99,Libya ,Qatar,9743343535,specprog@aol.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,06-12-24,04-10-26,Summer,Summer,,,,,,,
593,Nina,HORN,Haley,F,14-07-99,Qatar,Qatar,9743332123,offthelip@mac.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,06-12-24,04-10-26,Summer,Summer,,,,,,,
594,Dante,JEFFERSON,June,F,25-06-99,Libya ,Qatar,9743333333,louise@hotmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,06-12-24,04-10-26,Summer,Summer,,,,,,,
595,Madeleine,ROSALES,Harley,F,17-04-98,Yemen ,Netherlands,31202222222,oster@gmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,06-12-24,04-10-26,Summer,Summer,,,,,,,
596,Andy,YORK,Charlee,F,06-06-99,Sudan ,Netherlands,31205555567,mgemmons@comcast.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,06-12-24,04-10-26,Summer,Summer,,,,,,,
597,Elliana,CHRISTIAN,Tyson,M,14-07-99,Netherlands,Netherlands,31207639940,retoh@gmail.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,06-12-24,04-10-26,Summer,Summer,,,,,,,
598,Cruz,PHELPS,Lucille,F,05-01-99,Netherlands,Netherlands,31200000099,fviegas@sbcglobal.net,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,06-12-24,04-10-26,Summer,Summer,,,,,,,
599,Ali,FARRELL,Talia,F,02-06-98,Libya ,Netherlands,31209876549,odlyzko@aol.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,06-12-24,04-10-26,Summer,Summer,,,,,,,
600,Amina,Rayane,latif,F,02-06-98,United Arab Emirates,United Arab Emirates,9.71539E+11,pappp@outlook.com,2023,High school graduate ,No ,"Humanities, Social Sciences and Health",Marketing Communication and Advertising,06-12-24,04-10-26,Summer,Summer,,,,,,,
